"","species","Window","Value","Valuelog"
"86","Campanula rapunculoides","win_2004",3,1.38629436111989
"87","Campanula rapunculoides","win_2005",2,1.09861228866811
"88","Campanula rapunculoides","win_2006",2,1.09861228866811
"89","Campanula rapunculoides","win_2007",3,1.38629436111989
"90","Campanula rapunculoides","win_2008",3,1.38629436111989
"91","Campanula rapunculoides","win_2009",3,1.38629436111989
"92","Campanula rapunculoides","win_2010",3,1.38629436111989
"93","Campanula rapunculoides","win_2011",5,1.79175946922805
"94","Campanula rapunculoides","win_2012",3,1.38629436111989
"95","Campanula rapunculoides","win_2013",5,1.79175946922805
"96","Campanula rapunculoides","win_2014",10,2.39789527279837
"97","Campanula rapunculoides","win_2015",26,3.29583686600433
"98","Campanula rapunculoides","win_2016",34,3.55534806148941
"99","Campanula rapunculoides","win_2017",52,3.97029191355212
"100","Campanula rapunculoides","win_2018",65,4.18965474202643
"101","Campanula rapunculoides","win_2019",72,4.29045944114839
"102","Campanula rapunculoides","win_2020",65,4.18965474202643
"103","Medicago lupulina","win_1970",3,1.38629436111989
"104","Medicago lupulina","win_1971",7,2.07944154167984
"105","Medicago lupulina","win_1972",7,2.07944154167984
"106","Medicago lupulina","win_1973",7,2.07944154167984
"107","Medicago lupulina","win_1974",7,2.07944154167984
"108","Medicago lupulina","win_1975",7,2.07944154167984
"109","Medicago lupulina","win_1976",5,1.79175946922805
"110","Medicago lupulina","win_1977",9,2.30258509299405
"111","Medicago lupulina","win_1978",11,2.484906649788
"112","Medicago lupulina","win_1979",18,2.94443897916644
"113","Medicago lupulina","win_1980",19,2.99573227355399
"114","Medicago lupulina","win_1981",19,2.99573227355399
"115","Medicago lupulina","win_1982",16,2.83321334405622
"116","Medicago lupulina","win_1983",14,2.70805020110221
"117","Medicago lupulina","win_1984",9,2.30258509299405
"118","Medicago lupulina","win_1985",3,1.38629436111989
"119","Medicago lupulina","win_1986",1,0.693147180559945
"120","Medicago lupulina","win_1987",1,0.693147180559945
"121","Medicago lupulina","win_1988",3,1.38629436111989
"122","Medicago lupulina","win_1989",3,1.38629436111989
"123","Medicago lupulina","win_1990",3,1.38629436111989
"124","Medicago lupulina","win_1991",3,1.38629436111989
"125","Medicago lupulina","win_1992",2,1.09861228866811
"126","Medicago lupulina","win_1993",1,0.693147180559945
"127","Medicago lupulina","win_1994",2,1.09861228866811
"128","Medicago lupulina","win_1995",3,1.38629436111989
"129","Medicago lupulina","win_1996",3,1.38629436111989
"130","Medicago lupulina","win_1997",3,1.38629436111989
"131","Medicago lupulina","win_1998",2,1.09861228866811
"132","Medicago lupulina","win_1999",1,0.693147180559945
"133","Medicago lupulina","win_2000",1,0.693147180559945
"134","Medicago lupulina","win_2001",2,1.09861228866811
"135","Medicago lupulina","win_2002",5,1.79175946922805
"136","Medicago lupulina","win_2003",5,1.79175946922805
"137","Medicago lupulina","win_2004",7,2.07944154167984
"138","Medicago lupulina","win_2005",6,1.94591014905531
"139","Medicago lupulina","win_2006",7,2.07944154167984
"140","Medicago lupulina","win_2007",10,2.39789527279837
"141","Medicago lupulina","win_2008",9,2.30258509299405
"142","Medicago lupulina","win_2009",9,2.30258509299405
"143","Medicago lupulina","win_2010",11,2.484906649788
"144","Medicago lupulina","win_2011",9,2.30258509299405
"145","Medicago lupulina","win_2012",5,1.79175946922805
"146","Medicago lupulina","win_2013",8,2.19722457733622
"147","Medicago lupulina","win_2014",10,2.39789527279837
"148","Medicago lupulina","win_2015",28,3.36729582998647
"149","Medicago lupulina","win_2016",39,3.68887945411394
"150","Medicago lupulina","win_2017",55,4.02535169073515
"151","Medicago lupulina","win_2018",74,4.31748811353631
"152","Medicago lupulina","win_2019",98,4.59511985013459
"153","Medicago lupulina","win_2020",94,4.55387689160054
"154","Hypericum perforatum","win_1970",NA,NA
"155","Hypericum perforatum","win_1971",NA,NA
"156","Hypericum perforatum","win_1972",NA,NA
"157","Hypericum perforatum","win_1973",NA,NA
"158","Hypericum perforatum","win_1974",NA,NA
"159","Hypericum perforatum","win_1975",NA,NA
"160","Hypericum perforatum","win_1976",NA,NA
"161","Hypericum perforatum","win_1977",NA,NA
"162","Hypericum perforatum","win_1978",NA,NA
"163","Hypericum perforatum","win_1979",NA,NA
"164","Hypericum perforatum","win_1980",NA,NA
"165","Hypericum perforatum","win_1981",NA,NA
"166","Hypericum perforatum","win_1982",NA,NA
"167","Hypericum perforatum","win_1983",NA,NA
"168","Hypericum perforatum","win_1984",NA,NA
"169","Hypericum perforatum","win_1985",NA,NA
"170","Hypericum perforatum","win_1986",NA,NA
"171","Hypericum perforatum","win_1987",NA,NA
"172","Hypericum perforatum","win_1988",NA,NA
"173","Hypericum perforatum","win_1989",NA,NA
"174","Hypericum perforatum","win_1990",NA,NA
"175","Hypericum perforatum","win_1991",NA,NA
"176","Hypericum perforatum","win_1992",NA,NA
"177","Hypericum perforatum","win_1993",NA,NA
"178","Hypericum perforatum","win_1994",NA,NA
"179","Hypericum perforatum","win_1995",NA,NA
"180","Hypericum perforatum","win_1996",NA,NA
"181","Hypericum perforatum","win_1997",NA,NA
"182","Hypericum perforatum","win_1998",NA,NA
"183","Hypericum perforatum","win_1999",NA,NA
"184","Hypericum perforatum","win_2000",NA,NA
"185","Hypericum perforatum","win_2001",NA,NA
"186","Hypericum perforatum","win_2002",NA,NA
"187","Hypericum perforatum","win_2003",NA,NA
"188","Hypericum perforatum","win_2004",NA,NA
"189","Hypericum perforatum","win_2005",NA,NA
"190","Hypericum perforatum","win_2006",NA,NA
"191","Hypericum perforatum","win_2007",NA,NA
"192","Hypericum perforatum","win_2008",NA,NA
"193","Hypericum perforatum","win_2009",NA,NA
"194","Hypericum perforatum","win_2010",NA,NA
"195","Hypericum perforatum","win_2011",NA,NA
"196","Hypericum perforatum","win_2012",NA,NA
"197","Hypericum perforatum","win_2013",NA,NA
"198","Hypericum perforatum","win_2014",NA,NA
"199","Hypericum perforatum","win_2015",NA,NA
"200","Hypericum perforatum","win_2016",NA,NA
"201","Hypericum perforatum","win_2017",77,4.35670882668959
"202","Hypericum perforatum","win_2018",123,4.82028156560504
"203","Hypericum perforatum","win_2019",144,4.97673374242057
"204","Hypericum perforatum","win_2020",145,4.98360662170834
"205","Centaurea stoebe","win_1970",NA,NA
"206","Centaurea stoebe","win_1971",NA,NA
"207","Centaurea stoebe","win_1972",NA,NA
"208","Centaurea stoebe","win_1973",NA,NA
"209","Centaurea stoebe","win_1974",NA,NA
"210","Centaurea stoebe","win_1975",NA,NA
"211","Centaurea stoebe","win_1976",NA,NA
"212","Centaurea stoebe","win_1977",NA,NA
"213","Centaurea stoebe","win_1978",NA,NA
"214","Centaurea stoebe","win_1979",NA,NA
"215","Centaurea stoebe","win_1980",NA,NA
"216","Centaurea stoebe","win_1981",NA,NA
"217","Centaurea stoebe","win_1982",NA,NA
"218","Centaurea stoebe","win_1983",NA,NA
"219","Centaurea stoebe","win_1984",NA,NA
"220","Centaurea stoebe","win_1985",NA,NA
"221","Centaurea stoebe","win_1986",NA,NA
"222","Centaurea stoebe","win_1987",NA,NA
"223","Centaurea stoebe","win_1988",NA,NA
"224","Centaurea stoebe","win_1989",NA,NA
"225","Centaurea stoebe","win_1990",NA,NA
"226","Centaurea stoebe","win_1991",NA,NA
"227","Centaurea stoebe","win_1992",NA,NA
"228","Centaurea stoebe","win_1993",NA,NA
"229","Centaurea stoebe","win_1994",NA,NA
"230","Centaurea stoebe","win_1995",NA,NA
"231","Centaurea stoebe","win_1996",NA,NA
"232","Centaurea stoebe","win_1997",NA,NA
"233","Centaurea stoebe","win_1998",NA,NA
"234","Centaurea stoebe","win_1999",NA,NA
"235","Centaurea stoebe","win_2000",NA,NA
"236","Centaurea stoebe","win_2001",NA,NA
"237","Centaurea stoebe","win_2002",NA,NA
"238","Centaurea stoebe","win_2003",NA,NA
"239","Centaurea stoebe","win_2004",NA,NA
"240","Centaurea stoebe","win_2005",NA,NA
"241","Centaurea stoebe","win_2006",NA,NA
"242","Centaurea stoebe","win_2007",NA,NA
"243","Centaurea stoebe","win_2008",NA,NA
"244","Centaurea stoebe","win_2009",NA,NA
"245","Centaurea stoebe","win_2010",NA,NA
"246","Centaurea stoebe","win_2011",NA,NA
"247","Centaurea stoebe","win_2012",1,0.693147180559945
"248","Centaurea stoebe","win_2013",1,0.693147180559945
"249","Centaurea stoebe","win_2014",1,0.693147180559945
"250","Centaurea stoebe","win_2015",2,1.09861228866811
"251","Centaurea stoebe","win_2016",5,1.79175946922805
"252","Centaurea stoebe","win_2017",9,2.30258509299405
"253","Centaurea stoebe","win_2018",12,2.56494935746154
"254","Centaurea stoebe","win_2019",13,2.63905732961526
"255","Centaurea stoebe","win_2020",13,2.63905732961526
"256","Lysimachia nummularia","win_1970",2,1.09861228866811
"257","Lysimachia nummularia","win_1971",4,1.6094379124341
"258","Lysimachia nummularia","win_1972",6,1.94591014905531
"259","Lysimachia nummularia","win_1973",6,1.94591014905531
"260","Lysimachia nummularia","win_1974",6,1.94591014905531
"261","Lysimachia nummularia","win_1975",8,2.19722457733622
"262","Lysimachia nummularia","win_1976",8,2.19722457733622
"263","Lysimachia nummularia","win_1977",7,2.07944154167984
"264","Lysimachia nummularia","win_1978",7,2.07944154167984
"265","Lysimachia nummularia","win_1979",8,2.19722457733622
"266","Lysimachia nummularia","win_1980",5,1.79175946922805
"267","Lysimachia nummularia","win_1981",4,1.6094379124341
"268","Lysimachia nummularia","win_1982",4,1.6094379124341
"269","Lysimachia nummularia","win_1983",3,1.38629436111989
"270","Lysimachia nummularia","win_1984",2,1.09861228866811
"271","Lysimachia nummularia","win_1985",1,0.693147180559945
"272","Lysimachia nummularia","win_1986",2,1.09861228866811
"273","Lysimachia nummularia","win_1987",1,0.693147180559945
"274","Lysimachia nummularia","win_1988",1,0.693147180559945
"275","Lysimachia nummularia","win_1989",2,1.09861228866811
"276","Lysimachia nummularia","win_1990",2,1.09861228866811
"277","Lysimachia nummularia","win_1991",1,0.693147180559945
"278","Lysimachia nummularia","win_1992",2,1.09861228866811
"279","Lysimachia nummularia","win_1993",3,1.38629436111989
"280","Lysimachia nummularia","win_1994",2,1.09861228866811
"281","Lysimachia nummularia","win_1995",2,1.09861228866811
"282","Lysimachia nummularia","win_1996",2,1.09861228866811
"283","Lysimachia nummularia","win_1997",1,0.693147180559945
"284","Lysimachia nummularia","win_1998",NA,NA
"285","Lysimachia nummularia","win_1999",NA,NA
"286","Lysimachia nummularia","win_2000",NA,NA
"287","Lysimachia nummularia","win_2001",NA,NA
"288","Lysimachia nummularia","win_2002",1,0.693147180559945
"289","Lysimachia nummularia","win_2003",1,0.693147180559945
"290","Lysimachia nummularia","win_2004",2,1.09861228866811
"291","Lysimachia nummularia","win_2005",2,1.09861228866811
"292","Lysimachia nummularia","win_2006",3,1.38629436111989
"293","Lysimachia nummularia","win_2007",3,1.38629436111989
"294","Lysimachia nummularia","win_2008",3,1.38629436111989
"295","Lysimachia nummularia","win_2009",4,1.6094379124341
"296","Lysimachia nummularia","win_2010",3,1.38629436111989
"297","Lysimachia nummularia","win_2011",3,1.38629436111989
"298","Lysimachia nummularia","win_2012",3,1.38629436111989
"299","Lysimachia nummularia","win_2013",5,1.79175946922805
"300","Lysimachia nummularia","win_2014",9,2.30258509299405
"301","Lysimachia nummularia","win_2015",16,2.83321334405622
"302","Lysimachia nummularia","win_2016",26,3.29583686600433
"303","Lysimachia nummularia","win_2017",42,3.76120011569356
"304","Lysimachia nummularia","win_2018",49,3.91202300542815
"305","Lysimachia nummularia","win_2019",63,4.15888308335967
"306","Lysimachia nummularia","win_2020",61,4.12713438504509
"307","Frangula alnus","win_1970",NA,NA
"308","Frangula alnus","win_1971",NA,NA
"309","Frangula alnus","win_1972",NA,NA
"310","Frangula alnus","win_1973",NA,NA
"311","Frangula alnus","win_1974",NA,NA
"312","Frangula alnus","win_1975",NA,NA
"313","Frangula alnus","win_1976",NA,NA
"314","Frangula alnus","win_1977",NA,NA
"315","Frangula alnus","win_1978",NA,NA
"316","Frangula alnus","win_1979",NA,NA
"317","Frangula alnus","win_1980",NA,NA
"318","Frangula alnus","win_1981",NA,NA
"319","Frangula alnus","win_1982",NA,NA
"320","Frangula alnus","win_1983",NA,NA
"321","Frangula alnus","win_1984",NA,NA
"322","Frangula alnus","win_1985",NA,NA
"323","Frangula alnus","win_1986",NA,NA
"324","Frangula alnus","win_1987",NA,NA
"325","Frangula alnus","win_1988",NA,NA
"326","Frangula alnus","win_1989",NA,NA
"327","Frangula alnus","win_1990",NA,NA
"328","Frangula alnus","win_1991",NA,NA
"329","Frangula alnus","win_1992",NA,NA
"330","Frangula alnus","win_1993",NA,NA
"331","Frangula alnus","win_1994",NA,NA
"332","Frangula alnus","win_1995",NA,NA
"333","Frangula alnus","win_1996",NA,NA
"334","Frangula alnus","win_1997",NA,NA
"335","Frangula alnus","win_1998",NA,NA
"336","Frangula alnus","win_1999",NA,NA
"337","Frangula alnus","win_2000",NA,NA
"338","Frangula alnus","win_2001",NA,NA
"339","Frangula alnus","win_2002",NA,NA
"340","Frangula alnus","win_2003",NA,NA
"341","Frangula alnus","win_2004",NA,NA
"342","Frangula alnus","win_2005",NA,NA
"343","Frangula alnus","win_2006",NA,NA
"344","Frangula alnus","win_2007",NA,NA
"345","Frangula alnus","win_2008",NA,NA
"346","Frangula alnus","win_2009",NA,NA
"347","Frangula alnus","win_2010",NA,NA
"348","Frangula alnus","win_2011",NA,NA
"349","Frangula alnus","win_2012",NA,NA
"350","Frangula alnus","win_2013",NA,NA
"351","Frangula alnus","win_2014",NA,NA
"352","Frangula alnus","win_2015",NA,NA
"353","Frangula alnus","win_2016",3,1.38629436111989
"354","Frangula alnus","win_2017",44,3.80666248977032
"355","Frangula alnus","win_2018",55,4.02535169073515
"356","Frangula alnus","win_2019",60,4.11087386417331
"357","Frangula alnus","win_2020",60,4.11087386417331
"358","Myosotis scorpioides","win_1970",2,1.09861228866811
"359","Myosotis scorpioides","win_1971",3,1.38629436111989
"360","Myosotis scorpioides","win_1972",5,1.79175946922805
"361","Myosotis scorpioides","win_1973",5,1.79175946922805
"362","Myosotis scorpioides","win_1974",6,1.94591014905531
"363","Myosotis scorpioides","win_1975",5,1.79175946922805
"364","Myosotis scorpioides","win_1976",5,1.79175946922805
"365","Myosotis scorpioides","win_1977",5,1.79175946922805
"366","Myosotis scorpioides","win_1978",4,1.6094379124341
"367","Myosotis scorpioides","win_1979",4,1.6094379124341
"368","Myosotis scorpioides","win_1980",5,1.79175946922805
"369","Myosotis scorpioides","win_1981",4,1.6094379124341
"370","Myosotis scorpioides","win_1982",3,1.38629436111989
"371","Myosotis scorpioides","win_1983",3,1.38629436111989
"372","Myosotis scorpioides","win_1984",1,0.693147180559945
"373","Myosotis scorpioides","win_1985",NA,NA
"374","Myosotis scorpioides","win_1986",NA,NA
"375","Myosotis scorpioides","win_1987",NA,NA
"376","Myosotis scorpioides","win_1988",NA,NA
"377","Myosotis scorpioides","win_1989",NA,NA
"378","Myosotis scorpioides","win_1990",NA,NA
"379","Myosotis scorpioides","win_1991",1,0.693147180559945
"380","Myosotis scorpioides","win_1992",1,0.693147180559945
"381","Myosotis scorpioides","win_1993",2,1.09861228866811
"382","Myosotis scorpioides","win_1994",3,1.38629436111989
"383","Myosotis scorpioides","win_1995",3,1.38629436111989
"384","Myosotis scorpioides","win_1996",2,1.09861228866811
"385","Myosotis scorpioides","win_1997",2,1.09861228866811
"386","Myosotis scorpioides","win_1998",1,0.693147180559945
"387","Myosotis scorpioides","win_1999",NA,NA
"388","Myosotis scorpioides","win_2000",NA,NA
"389","Myosotis scorpioides","win_2001",NA,NA
"390","Myosotis scorpioides","win_2002",NA,NA
"391","Myosotis scorpioides","win_2003",NA,NA
"392","Myosotis scorpioides","win_2004",1,0.693147180559945
"393","Myosotis scorpioides","win_2005",1,0.693147180559945
"394","Myosotis scorpioides","win_2006",1,0.693147180559945
"395","Myosotis scorpioides","win_2007",2,1.09861228866811
"396","Myosotis scorpioides","win_2008",4,1.6094379124341
"397","Myosotis scorpioides","win_2009",7,2.07944154167984
"398","Myosotis scorpioides","win_2010",8,2.19722457733622
"399","Myosotis scorpioides","win_2011",10,2.39789527279837
"400","Myosotis scorpioides","win_2012",9,2.30258509299405
"401","Myosotis scorpioides","win_2013",9,2.30258509299405
"402","Myosotis scorpioides","win_2014",10,2.39789527279837
"403","Myosotis scorpioides","win_2015",12,2.56494935746154
"404","Myosotis scorpioides","win_2016",15,2.77258872223978
"405","Myosotis scorpioides","win_2017",27,3.3322045101752
"406","Myosotis scorpioides","win_2018",35,3.58351893845611
"407","Myosotis scorpioides","win_2019",39,3.68887945411394
"408","Myosotis scorpioides","win_2020",36,3.61091791264422
"409","Hesperis matronalis","win_1970",3,1.38629436111989
"410","Hesperis matronalis","win_1971",3,1.38629436111989
"411","Hesperis matronalis","win_1972",2,1.09861228866811
"412","Hesperis matronalis","win_1973",2,1.09861228866811
"413","Hesperis matronalis","win_1974",4,1.6094379124341
"414","Hesperis matronalis","win_1975",4,1.6094379124341
"415","Hesperis matronalis","win_1976",5,1.79175946922805
"416","Hesperis matronalis","win_1977",6,1.94591014905531
"417","Hesperis matronalis","win_1978",6,1.94591014905531
"418","Hesperis matronalis","win_1979",6,1.94591014905531
"419","Hesperis matronalis","win_1980",6,1.94591014905531
"420","Hesperis matronalis","win_1981",5,1.79175946922805
"421","Hesperis matronalis","win_1982",4,1.6094379124341
"422","Hesperis matronalis","win_1983",3,1.38629436111989
"423","Hesperis matronalis","win_1984",1,0.693147180559945
"424","Hesperis matronalis","win_1985",NA,NA
"425","Hesperis matronalis","win_1986",NA,NA
"426","Hesperis matronalis","win_1987",1,0.693147180559945
"427","Hesperis matronalis","win_1988",1,0.693147180559945
"428","Hesperis matronalis","win_1989",1,0.693147180559945
"429","Hesperis matronalis","win_1990",1,0.693147180559945
"430","Hesperis matronalis","win_1991",1,0.693147180559945
"431","Hesperis matronalis","win_1992",NA,NA
"432","Hesperis matronalis","win_1993",1,0.693147180559945
"433","Hesperis matronalis","win_1994",2,1.09861228866811
"434","Hesperis matronalis","win_1995",3,1.38629436111989
"435","Hesperis matronalis","win_1996",3,1.38629436111989
"436","Hesperis matronalis","win_1997",3,1.38629436111989
"437","Hesperis matronalis","win_1998",2,1.09861228866811
"438","Hesperis matronalis","win_1999",1,0.693147180559945
"439","Hesperis matronalis","win_2000",NA,NA
"440","Hesperis matronalis","win_2001",NA,NA
"441","Hesperis matronalis","win_2002",2,1.09861228866811
"442","Hesperis matronalis","win_2003",2,1.09861228866811
"443","Hesperis matronalis","win_2004",2,1.09861228866811
"444","Hesperis matronalis","win_2005",4,1.6094379124341
"445","Hesperis matronalis","win_2006",5,1.79175946922805
"446","Hesperis matronalis","win_2007",7,2.07944154167984
"447","Hesperis matronalis","win_2008",8,2.19722457733622
"448","Hesperis matronalis","win_2009",10,2.39789527279837
"449","Hesperis matronalis","win_2010",10,2.39789527279837
"450","Hesperis matronalis","win_2011",10,2.39789527279837
"451","Hesperis matronalis","win_2012",7,2.07944154167984
"452","Hesperis matronalis","win_2013",9,2.30258509299405
"453","Hesperis matronalis","win_2014",16,2.83321334405622
"454","Hesperis matronalis","win_2015",25,3.25809653802148
"455","Hesperis matronalis","win_2016",41,3.73766961828337
"456","Hesperis matronalis","win_2017",58,4.07753744390572
"457","Hesperis matronalis","win_2018",70,4.26267987704132
"458","Hesperis matronalis","win_2019",80,4.39444915467244
"459","Hesperis matronalis","win_2020",81,4.40671924726425
"460","Lythrum salicaria","win_1970",NA,NA
"461","Lythrum salicaria","win_1971",NA,NA
"462","Lythrum salicaria","win_1972",NA,NA
"463","Lythrum salicaria","win_1973",NA,NA
"464","Lythrum salicaria","win_1974",NA,NA
"465","Lythrum salicaria","win_1975",NA,NA
"466","Lythrum salicaria","win_1976",NA,NA
"467","Lythrum salicaria","win_1977",NA,NA
"468","Lythrum salicaria","win_1978",NA,NA
"469","Lythrum salicaria","win_1979",NA,NA
"470","Lythrum salicaria","win_1980",NA,NA
"471","Lythrum salicaria","win_1981",NA,NA
"472","Lythrum salicaria","win_1982",NA,NA
"473","Lythrum salicaria","win_1983",NA,NA
"474","Lythrum salicaria","win_1984",NA,NA
"475","Lythrum salicaria","win_1985",NA,NA
"476","Lythrum salicaria","win_1986",NA,NA
"477","Lythrum salicaria","win_1987",NA,NA
"478","Lythrum salicaria","win_1988",NA,NA
"479","Lythrum salicaria","win_1989",NA,NA
"480","Lythrum salicaria","win_1990",NA,NA
"481","Lythrum salicaria","win_1991",NA,NA
"482","Lythrum salicaria","win_1992",NA,NA
"483","Lythrum salicaria","win_1993",NA,NA
"484","Lythrum salicaria","win_1994",NA,NA
"485","Lythrum salicaria","win_1995",NA,NA
"486","Lythrum salicaria","win_1996",NA,NA
"487","Lythrum salicaria","win_1997",NA,NA
"488","Lythrum salicaria","win_1998",NA,NA
"489","Lythrum salicaria","win_1999",NA,NA
"490","Lythrum salicaria","win_2000",NA,NA
"491","Lythrum salicaria","win_2001",NA,NA
"492","Lythrum salicaria","win_2002",NA,NA
"493","Lythrum salicaria","win_2003",NA,NA
"494","Lythrum salicaria","win_2004",NA,NA
"495","Lythrum salicaria","win_2005",NA,NA
"496","Lythrum salicaria","win_2006",NA,NA
"497","Lythrum salicaria","win_2007",NA,NA
"498","Lythrum salicaria","win_2008",NA,NA
"499","Lythrum salicaria","win_2009",NA,NA
"500","Lythrum salicaria","win_2010",NA,NA
"501","Lythrum salicaria","win_2011",NA,NA
"502","Lythrum salicaria","win_2012",NA,NA
"503","Lythrum salicaria","win_2013",NA,NA
"504","Lythrum salicaria","win_2014",NA,NA
"505","Lythrum salicaria","win_2015",NA,NA
"506","Lythrum salicaria","win_2016",NA,NA
"507","Lythrum salicaria","win_2017",NA,NA
"508","Lythrum salicaria","win_2018",67,4.21950770517611
"509","Lythrum salicaria","win_2019",128,4.85981240436167
"510","Lythrum salicaria","win_2020",128,4.85981240436167
"511","Centaurium pulchellum","win_1970",NA,NA
"512","Centaurium pulchellum","win_1971",NA,NA
"513","Centaurium pulchellum","win_1972",NA,NA
"514","Centaurium pulchellum","win_1973",NA,NA
"515","Centaurium pulchellum","win_1974",NA,NA
"516","Centaurium pulchellum","win_1975",NA,NA
"517","Centaurium pulchellum","win_1976",NA,NA
"518","Centaurium pulchellum","win_1977",NA,NA
"519","Centaurium pulchellum","win_1978",NA,NA
"520","Centaurium pulchellum","win_1979",NA,NA
"521","Centaurium pulchellum","win_1980",NA,NA
"522","Centaurium pulchellum","win_1981",NA,NA
"523","Centaurium pulchellum","win_1982",NA,NA
"524","Centaurium pulchellum","win_1983",NA,NA
"525","Centaurium pulchellum","win_1984",NA,NA
"526","Centaurium pulchellum","win_1985",NA,NA
"527","Centaurium pulchellum","win_1986",NA,NA
"528","Centaurium pulchellum","win_1987",NA,NA
"529","Centaurium pulchellum","win_1988",NA,NA
"530","Centaurium pulchellum","win_1989",NA,NA
"531","Centaurium pulchellum","win_1990",NA,NA
"532","Centaurium pulchellum","win_1991",NA,NA
"533","Centaurium pulchellum","win_1992",NA,NA
"534","Centaurium pulchellum","win_1993",NA,NA
"535","Centaurium pulchellum","win_1994",NA,NA
"536","Centaurium pulchellum","win_1995",NA,NA
