"","species","Window","Value","Valuelog"
"81","Campanula rapunculoides","win_1999",1,0.693147180559945
"82","Campanula rapunculoides","win_2000",2,1.09861228866811
"83","Campanula rapunculoides","win_2001",1,0.693147180559945
"84","Campanula rapunculoides","win_2002",1,0.693147180559945
"85","Campanula rapunculoides","win_2003",2,1.09861228866811
"86","Campanula rapunculoides","win_2004",96520.6485385315,11.4775225993541
"87","Campanula rapunculoides","win_2005",2,1.09861228866811
"88","Campanula rapunculoides","win_2006",2,1.09861228866811
"89","Campanula rapunculoides","win_2007",89697.5600125809,11.4042099945466
"90","Campanula rapunculoides","win_2008",89697.5600125809,11.4042099945466
"91","Campanula rapunculoides","win_2009",289116.061924429,12.5745869436425
"92","Campanula rapunculoides","win_2010",289116.061924429,12.5745869436425
"93","Campanula rapunculoides","win_2011",451152.655227814,13.0195632594131
"94","Campanula rapunculoides","win_2012",29722.0165574432,10.299676992922
"95","Campanula rapunculoides","win_2013",565495.150495366,13.2454587672567
"96","Campanula rapunculoides","win_2014",4127628.13852766,15.2332137416347
"97","Campanula rapunculoides","win_2015",18861400.4336594,16.7526281396019
"98","Campanula rapunculoides","win_2016",27279040.5245612,17.1216292555921
"99","Campanula rapunculoides","win_2017",37792163.3074049,17.4476123456467
"100","Campanula rapunculoides","win_2018",39484048.5909489,17.4914073404949
"101","Campanula rapunculoides","win_2019",39793663.2119599,17.4992182669282
"102","Campanula rapunculoides","win_2020",38131468.9056664,17.4565504809377
"103","Medicago lupulina","win_1970",2192623.99645201,14.6006100125279
"104","Medicago lupulina","win_1971",9410689.84179468,16.0573569245729
"105","Medicago lupulina","win_1972",9410689.84179468,16.0573569245729
"106","Medicago lupulina","win_1973",9410689.84179468,16.0573569245729
"107","Medicago lupulina","win_1974",10673430.01193,16.1832681284715
"108","Medicago lupulina","win_1975",6801172.74753572,15.7326057651827
"109","Medicago lupulina","win_1976",7681915.08987369,15.8543795648752
"110","Medicago lupulina","win_1977",10735668.6872234,16.1890823708819
"111","Medicago lupulina","win_1978",10839768.2718007,16.19873226886
"112","Medicago lupulina","win_1979",12649462.5352654,16.3531253639591
"113","Medicago lupulina","win_1980",5923848.54776807,15.5944970569791
"114","Medicago lupulina","win_1981",14530415.9206022,16.4917547289133
"115","Medicago lupulina","win_1982",16247330.4965753,16.6034392376598
"116","Medicago lupulina","win_1983",15842849.0737347,16.5782288570627
"117","Medicago lupulina","win_1984",9476349.60388078,16.0643098427195
"118","Medicago lupulina","win_1985",4387499.61456894,15.2942702868289
"119","Medicago lupulina","win_1986",1,0.693147180559945
"120","Medicago lupulina","win_1987",1,0.693147180559945
"121","Medicago lupulina","win_1988",119454.392633681,11.690698297266
"122","Medicago lupulina","win_1989",119454.392633681,11.690698297266
"123","Medicago lupulina","win_1990",119454.392633681,11.690698297266
"124","Medicago lupulina","win_1991",119454.392633681,11.690698297266
"125","Medicago lupulina","win_1992",2,1.09861228866811
"126","Medicago lupulina","win_1993",1,0.693147180559945
"127","Medicago lupulina","win_1994",2,1.09861228866811
"128","Medicago lupulina","win_1995",862886.665382718,13.668039794018
"129","Medicago lupulina","win_1996",862886.665382718,13.668039794018
"130","Medicago lupulina","win_1997",862886.665382718,13.668039794018
"131","Medicago lupulina","win_1998",2,1.09861228866811
"132","Medicago lupulina","win_1999",1,0.693147180559945
"133","Medicago lupulina","win_2000",1,0.693147180559945
"134","Medicago lupulina","win_2001",2,1.09861228866811
"135","Medicago lupulina","win_2002",3653666.04558833,15.1112418912397
"136","Medicago lupulina","win_2003",3744028.45651199,15.1356729842068
"137","Medicago lupulina","win_2004",4704284.64742125,15.3639844910837
"138","Medicago lupulina","win_2005",2606767.51461907,14.7736218951946
"139","Medicago lupulina","win_2006",11176762.8298274,16.22934752313
"140","Medicago lupulina","win_2007",13865164.1874792,16.4448901509516
"141","Medicago lupulina","win_2008",13865164.1874792,16.4448901509516
"142","Medicago lupulina","win_2009",14587521.7193574,16.4956771130295
"143","Medicago lupulina","win_2010",14775204.7218131,16.5084610448017
"144","Medicago lupulina","win_2011",3742563.37206599,15.1352815954128
"145","Medicago lupulina","win_2012",877565.25897251,13.6849077402721
"146","Medicago lupulina","win_2013",2679204.81716527,14.801030971692
"147","Medicago lupulina","win_2014",2843423.58109568,14.8605197221121
"148","Medicago lupulina","win_2015",14173693.5463084,16.4668983078385
"149","Medicago lupulina","win_2016",15197036.487929,16.5366110647107
"150","Medicago lupulina","win_2017",28845475.093772,17.1774637307812
"151","Medicago lupulina","win_2018",32744878.7370174,17.3042571639147
"152","Medicago lupulina","win_2019",34934346.560045,17.368981073969
"153","Medicago lupulina","win_2020",34934346.560045,17.368981073969
"154","Hypericum perforatum","win_1970",NA,NA
"155","Hypericum perforatum","win_1971",NA,NA
"156","Hypericum perforatum","win_1972",NA,NA
"157","Hypericum perforatum","win_1973",NA,NA
"158","Hypericum perforatum","win_1974",NA,NA
"159","Hypericum perforatum","win_1975",NA,NA
"160","Hypericum perforatum","win_1976",NA,NA
"161","Hypericum perforatum","win_1977",NA,NA
"162","Hypericum perforatum","win_1978",NA,NA
"163","Hypericum perforatum","win_1979",NA,NA
"164","Hypericum perforatum","win_1980",NA,NA
"165","Hypericum perforatum","win_1981",NA,NA
"166","Hypericum perforatum","win_1982",NA,NA
"167","Hypericum perforatum","win_1983",NA,NA
"168","Hypericum perforatum","win_1984",NA,NA
"169","Hypericum perforatum","win_1985",NA,NA
"170","Hypericum perforatum","win_1986",NA,NA
"171","Hypericum perforatum","win_1987",NA,NA
"172","Hypericum perforatum","win_1988",NA,NA
"173","Hypericum perforatum","win_1989",NA,NA
"174","Hypericum perforatum","win_1990",NA,NA
"175","Hypericum perforatum","win_1991",NA,NA
"176","Hypericum perforatum","win_1992",NA,NA
"177","Hypericum perforatum","win_1993",NA,NA
"178","Hypericum perforatum","win_1994",NA,NA
"179","Hypericum perforatum","win_1995",NA,NA
"180","Hypericum perforatum","win_1996",NA,NA
"181","Hypericum perforatum","win_1997",NA,NA
"182","Hypericum perforatum","win_1998",NA,NA
"183","Hypericum perforatum","win_1999",NA,NA
"184","Hypericum perforatum","win_2000",NA,NA
"185","Hypericum perforatum","win_2001",NA,NA
"186","Hypericum perforatum","win_2002",NA,NA
"187","Hypericum perforatum","win_2003",NA,NA
"188","Hypericum perforatum","win_2004",NA,NA
"189","Hypericum perforatum","win_2005",NA,NA
"190","Hypericum perforatum","win_2006",NA,NA
"191","Hypericum perforatum","win_2007",NA,NA
"192","Hypericum perforatum","win_2008",NA,NA
"193","Hypericum perforatum","win_2009",NA,NA
"194","Hypericum perforatum","win_2010",NA,NA
"195","Hypericum perforatum","win_2011",NA,NA
"196","Hypericum perforatum","win_2012",NA,NA
"197","Hypericum perforatum","win_2013",NA,NA
"198","Hypericum perforatum","win_2014",NA,NA
"199","Hypericum perforatum","win_2015",NA,NA
"200","Hypericum perforatum","win_2016",NA,NA
"201","Hypericum perforatum","win_2017",36059307.549905,17.4006756005668
"202","Hypericum perforatum","win_2018",37405169.2931428,17.4373194959622
"203","Hypericum perforatum","win_2019",46779253.8655258,17.6609503905096
"204","Hypericum perforatum","win_2020",46779253.8655258,17.6609503905096
"205","Centaurea stoebe","win_1970",NA,NA
"206","Centaurea stoebe","win_1971",NA,NA
"207","Centaurea stoebe","win_1972",NA,NA
"208","Centaurea stoebe","win_1973",NA,NA
"209","Centaurea stoebe","win_1974",NA,NA
"210","Centaurea stoebe","win_1975",NA,NA
"211","Centaurea stoebe","win_1976",NA,NA
"212","Centaurea stoebe","win_1977",NA,NA
"213","Centaurea stoebe","win_1978",NA,NA
"214","Centaurea stoebe","win_1979",NA,NA
"215","Centaurea stoebe","win_1980",NA,NA
"216","Centaurea stoebe","win_1981",NA,NA
"217","Centaurea stoebe","win_1982",NA,NA
"218","Centaurea stoebe","win_1983",NA,NA
"219","Centaurea stoebe","win_1984",NA,NA
"220","Centaurea stoebe","win_1985",NA,NA
"221","Centaurea stoebe","win_1986",NA,NA
"222","Centaurea stoebe","win_1987",NA,NA
"223","Centaurea stoebe","win_1988",NA,NA
"224","Centaurea stoebe","win_1989",NA,NA
"225","Centaurea stoebe","win_1990",NA,NA
"226","Centaurea stoebe","win_1991",NA,NA
"227","Centaurea stoebe","win_1992",NA,NA
"228","Centaurea stoebe","win_1993",NA,NA
"229","Centaurea stoebe","win_1994",NA,NA
"230","Centaurea stoebe","win_1995",NA,NA
"231","Centaurea stoebe","win_1996",NA,NA
"232","Centaurea stoebe","win_1997",NA,NA
"233","Centaurea stoebe","win_1998",NA,NA
"234","Centaurea stoebe","win_1999",NA,NA
"235","Centaurea stoebe","win_2000",NA,NA
"236","Centaurea stoebe","win_2001",NA,NA
"237","Centaurea stoebe","win_2002",NA,NA
"238","Centaurea stoebe","win_2003",NA,NA
"239","Centaurea stoebe","win_2004",NA,NA
"240","Centaurea stoebe","win_2005",NA,NA
"241","Centaurea stoebe","win_2006",NA,NA
"242","Centaurea stoebe","win_2007",NA,NA
"243","Centaurea stoebe","win_2008",NA,NA
"244","Centaurea stoebe","win_2009",NA,NA
"245","Centaurea stoebe","win_2010",NA,NA
"246","Centaurea stoebe","win_2011",NA,NA
"247","Centaurea stoebe","win_2012",0.42894614253398,0.356937209317947
"248","Centaurea stoebe","win_2013",0.42894614253398,0.356937209317947
"249","Centaurea stoebe","win_2014",0.42894614253398,0.356937209317947
"250","Centaurea stoebe","win_2015",2196.77764687747,7.69520196828018
"251","Centaurea stoebe","win_2016",2233851.02733538,14.6192380197727
"252","Centaurea stoebe","win_2017",4202167.69068741,15.2511113049138
"253","Centaurea stoebe","win_2018",4202167.69068741,15.2511113049138
"254","Centaurea stoebe","win_2019",4202167.69068741,15.2511113049138
"255","Centaurea stoebe","win_2020",4202167.69068741,15.2511113049138
"256","Lysimachia nummularia","win_1970",2,1.09861228866811
"257","Lysimachia nummularia","win_1971",1349121.09855647,14.114964641514
"258","Lysimachia nummularia","win_1972",1793207.2846638,14.3995169112973
"259","Lysimachia nummularia","win_1973",801430.059508764,13.5941542329951
"260","Lysimachia nummularia","win_1974",801430.059508764,13.5941542329951
"261","Lysimachia nummularia","win_1975",2500775.03792595,14.73211165684
"262","Lysimachia nummularia","win_1976",3119467.10087718,14.9531730647641
"263","Lysimachia nummularia","win_1977",3163484.12406042,14.9671848651905
"264","Lysimachia nummularia","win_1978",3131341.02749005,14.9569722334002
"265","Lysimachia nummularia","win_1979",3131341.02749005,14.9569722334002
"266","Lysimachia nummularia","win_1980",1468276.82366498,14.1996007234283
"267","Lysimachia nummularia","win_1981",1466293.12724122,14.1982487738021
"268","Lysimachia nummularia","win_1982",1274245.65627874,14.0578657041288
"269","Lysimachia nummularia","win_1983",33535.3321101315,10.4203846707248
"270","Lysimachia nummularia","win_1984",2,1.09861228866811
"271","Lysimachia nummularia","win_1985",1,0.693147180559945
"272","Lysimachia nummularia","win_1986",2,1.09861228866811
"273","Lysimachia nummularia","win_1987",1,0.693147180559945
"274","Lysimachia nummularia","win_1988",1,0.693147180559945
"275","Lysimachia nummularia","win_1989",0,0
"276","Lysimachia nummularia","win_1990",0,0
"277","Lysimachia nummularia","win_1991",2,1.09861228866811
"278","Lysimachia nummularia","win_1992",0,0
"279","Lysimachia nummularia","win_1993",102774.578546511,11.5403030410036
"280","Lysimachia nummularia","win_1994",2,1.09861228866811
"281","Lysimachia nummularia","win_1995",2,1.09861228866811
"282","Lysimachia nummularia","win_1996",2,1.09861228866811
"283","Lysimachia nummularia","win_1997",1,0.693147180559945
"284","Lysimachia nummularia","win_1998",NA,NA
"285","Lysimachia nummularia","win_1999",NA,NA
"286","Lysimachia nummularia","win_2000",NA,NA
"287","Lysimachia nummularia","win_2001",NA,NA
"288","Lysimachia nummularia","win_2002",1,0.693147180559945
"289","Lysimachia nummularia","win_2003",1,0.693147180559945
"290","Lysimachia nummularia","win_2004",2,1.09861228866811
"291","Lysimachia nummularia","win_2005",6280.97388417001,8.74543952284226
"292","Lysimachia nummularia","win_2006",673268.83647116,13.419901473992
"293","Lysimachia nummularia","win_2007",83322.465799322,11.3304854907571
"294","Lysimachia nummularia","win_2008",83322.465799322,11.3304854907571
"295","Lysimachia nummularia","win_2009",1089280.30452888,13.9010286830929
"296","Lysimachia nummularia","win_2010",1006492.59653949,13.8219831619349
"297","Lysimachia nummularia","win_2011",317044.245587915,12.6667997732356
"298","Lysimachia nummularia","win_2012",15198.8206268959,9.62903890590263
"299","Lysimachia nummularia","win_2013",1541807.50784094,14.2484666411144
"300","Lysimachia nummularia","win_2014",3320506.72842821,15.0156282594495
"301","Lysimachia nummularia","win_2015",6818530.64016615,15.7351547046104
"302","Lysimachia nummularia","win_2016",8035118.4901255,15.8993324282473
"303","Lysimachia nummularia","win_2017",8935809.7373676,16.0055774397136
"304","Lysimachia nummularia","win_2018",16817337.8988544,16.6379209894606
"305","Lysimachia nummularia","win_2019",20679170.2729377,16.8446375329591
"306","Lysimachia nummularia","win_2020",20271162.817114,16.8247099325231
"307","Frangula alnus","win_1970",NA,NA
"308","Frangula alnus","win_1971",NA,NA
"309","Frangula alnus","win_1972",NA,NA
"310","Frangula alnus","win_1973",NA,NA
"311","Frangula alnus","win_1974",NA,NA
"312","Frangula alnus","win_1975",NA,NA
"313","Frangula alnus","win_1976",NA,NA
"314","Frangula alnus","win_1977",NA,NA
"315","Frangula alnus","win_1978",NA,NA
"316","Frangula alnus","win_1979",NA,NA
"317","Frangula alnus","win_1980",NA,NA
"318","Frangula alnus","win_1981",NA,NA
"319","Frangula alnus","win_1982",NA,NA
"320","Frangula alnus","win_1983",NA,NA
"321","Frangula alnus","win_1984",NA,NA
"322","Frangula alnus","win_1985",NA,NA
"323","Frangula alnus","win_1986",NA,NA
"324","Frangula alnus","win_1987",NA,NA
"325","Frangula alnus","win_1988",NA,NA
"326","Frangula alnus","win_1989",NA,NA
"327","Frangula alnus","win_1990",NA,NA
"328","Frangula alnus","win_1991",NA,NA
"329","Frangula alnus","win_1992",NA,NA
"330","Frangula alnus","win_1993",NA,NA
"331","Frangula alnus","win_1994",NA,NA
"332","Frangula alnus","win_1995",NA,NA
"333","Frangula alnus","win_1996",NA,NA
"334","Frangula alnus","win_1997",NA,NA
"335","Frangula alnus","win_1998",NA,NA
"336","Frangula alnus","win_1999",NA,NA
"337","Frangula alnus","win_2000",NA,NA
"338","Frangula alnus","win_2001",NA,NA
"339","Frangula alnus","win_2002",NA,NA
"340","Frangula alnus","win_2003",NA,NA
"341","Frangula alnus","win_2004",NA,NA
"342","Frangula alnus","win_2005",NA,NA
"343","Frangula alnus","win_2006",NA,NA
"344","Frangula alnus","win_2007",NA,NA
"345","Frangula alnus","win_2008",NA,NA
"346","Frangula alnus","win_2009",NA,NA
"347","Frangula alnus","win_2010",NA,NA
"348","Frangula alnus","win_2011",NA,NA
"349","Frangula alnus","win_2012",NA,NA
"350","Frangula alnus","win_2013",NA,NA
"351","Frangula alnus","win_2014",NA,NA
"352","Frangula alnus","win_2015",NA,NA
"353","Frangula alnus","win_2016",418594.914130249,12.9446613281491
"354","Frangula alnus","win_2017",7670752.58400182,15.8529254193648
"355","Frangula alnus","win_2018",7742742.05578979,15.8622665827539
"356","Frangula alnus","win_2019",8490539.73028129,15.9544632465163
"357","Frangula alnus","win_2020",8490539.73028129,15.9544632465163
"358","Myosotis scorpioides","win_1970",2,1.09861228866811
"359","Myosotis scorpioides","win_1971",1355079.17312659,14.1193711789047
"360","Myosotis scorpioides","win_1972",1387040.97949714,14.1426839652392
"361","Myosotis scorpioides","win_1973",1496792.79864427,14.2188359108577
"362","Myosotis scorpioides","win_1974",1685821.53495826,14.337764153972
"363","Myosotis scorpioides","win_1975",1521512.40010249,14.235216055446
"364","Myosotis scorpioides","win_1976",923108.938176629,13.7355036160092
"365","Myosotis scorpioides","win_1977",276931.110370767,12.5315276662161
"366","Myosotis scorpioides","win_1978",131235.010128822,11.7847525852781
"367","Myosotis scorpioides","win_1979",262864.811732227,12.4793989594021
"368","Myosotis scorpioides","win_1980",262864.811732227,12.4793989594021
"369","Myosotis scorpioides","win_1981",89419.5784151001,11.4011061182875
"370","Myosotis scorpioides","win_1982",16289.4729605347,9.69833573497048
"371","Myosotis scorpioides","win_1983",16289.4729605347,9.69833573497048
"372","Myosotis scorpioides","win_1984",1,0.693147180559945
"373","Myosotis scorpioides","win_1985",NA,NA
"374","Myosotis scorpioides","win_1986",NA,NA
"375","Myosotis scorpioides","win_1987",NA,NA
"376","Myosotis scorpioides","win_1988",NA,NA
"377","Myosotis scorpioides","win_1989",NA,NA
"378","Myosotis scorpioides","win_1990",NA,NA
"379","Myosotis scorpioides","win_1991",1,0.693147180559945
"380","Myosotis scorpioides","win_1992",1,0.693147180559945
"381","Myosotis scorpioides","win_1993",0,0
"382","Myosotis scorpioides","win_1994",8205.02063307343,9.01262338738764
"383","Myosotis scorpioides","win_1995",8205.02063307343,9.01262338738764
"384","Myosotis scorpioides","win_1996",0,0
"385","Myosotis scorpioides","win_1997",0,0
"386","Myosotis scorpioides","win_1998",1,0.693147180559945
"387","Myosotis scorpioides","win_1999",NA,NA
"388","Myosotis scorpioides","win_2000",NA,NA
"389","Myosotis scorpioides","win_2001",NA,NA
"390","Myosotis scorpioides","win_2002",NA,NA
"391","Myosotis scorpioides","win_2003",NA,NA
"392","Myosotis scorpioides","win_2004",2,1.09861228866811
"393","Myosotis scorpioides","win_2005",2,1.09861228866811
"394","Myosotis scorpioides","win_2006",2,1.09861228866811
"395","Myosotis scorpioides","win_2007",14024.8414483013,9.54865672490501
"396","Myosotis scorpioides","win_2008",3630671.02698096,15.104928320506
"397","Myosotis scorpioides","win_2009",5266114.43126369,15.4768035389014
"398","Myosotis scorpioides","win_2010",5311196.90488495,15.4853279619159
"399","Myosotis scorpioides","win_2011",7167404.31869446,15.7850542668435
"400","Myosotis scorpioides","win_2012",7167404.31869446,15.7850542668435
"401","Myosotis scorpioides","win_2013",5831896.34970231,15.5788529512987
"402","Myosotis scorpioides","win_2014",5787984.81766868,15.5712949164314
"403","Myosotis scorpioides","win_2015",12174017.4512781,16.3148146036647
"404","Myosotis scorpioides","win_2016",9466015.62574668,16.0632187458113
"405","Myosotis scorpioides","win_2017",11700439.1260682,16.2751370166731
"406","Myosotis scorpioides","win_2018",13958275.1987274,16.4515831662075
"407","Myosotis scorpioides","win_2019",14487633.4736965,16.4888060486369
"408","Myosotis scorpioides","win_2020",12922742.2581754,16.3744993602648
"409","Hesperis matronalis","win_1970",3325.78646211228,8.10976209064403
"410","Hesperis matronalis","win_1971",3398.27894407597,8.13131861284134
"411","Hesperis matronalis","win_1972",18.9277833147466,2.99211490449383
"412","Hesperis matronalis","win_1973",48.7929198298454,3.90787280183174
"413","Hesperis matronalis","win_1974",99724.94733109,11.5101811761628
"414","Hesperis matronalis","win_1975",101067.283253594,11.5235516392076
"415","Hesperis matronalis","win_1976",6961555.18081853,15.7559135965163
"416","Hesperis matronalis","win_1977",7206345.67352157,15.7904726781424
"417","Hesperis matronalis","win_1978",7195864.48129,15.7890171803384
"418","Hesperis matronalis","win_1979",7295373.39982819,15.8027510614224
"419","Hesperis matronalis","win_1980",7295373.39982819,15.8027510614224
"420","Hesperis matronalis","win_1981",308607.592648861,12.6398290624927
"421","Hesperis matronalis","win_1982",305785.700083215,12.6306430793247
"422","Hesperis matronalis","win_1983",238868.622753085,12.3836731705748
"423","Hesperis matronalis","win_1984",1,0.693147180559945
"424","Hesperis matronalis","win_1985",NA,NA
"425","Hesperis matronalis","win_1986",NA,NA
"426","Hesperis matronalis","win_1987",1,0.693147180559945
"427","Hesperis matronalis","win_1988",1,0.693147180559945
"428","Hesperis matronalis","win_1989",1,0.693147180559945
"429","Hesperis matronalis","win_1990",1,0.693147180559945
"430","Hesperis matronalis","win_1991",1,0.693147180559945
"431","Hesperis matronalis","win_1992",NA,NA
"432","Hesperis matronalis","win_1993",1,0.693147180559945
"433","Hesperis matronalis","win_1994",2,1.09861228866811
"434","Hesperis matronalis","win_1995",259495.333604126,12.4664978527951
"435","Hesperis matronalis","win_1996",259495.333604126,12.4664978527951
"436","Hesperis matronalis","win_1997",259495.333604126,12.4664978527951
"437","Hesperis matronalis","win_1998",2,1.09861228866811
"438","Hesperis matronalis","win_1999",1,0.693147180559945
"439","Hesperis matronalis","win_2000",NA,NA
"440","Hesperis matronalis","win_2001",NA,NA
"441","Hesperis matronalis","win_2002",2,1.09861228866811
"442","Hesperis matronalis","win_2003",36317.4948619234,10.5000823908302
"443","Hesperis matronalis","win_2004",36317.4948619234,10.5000823908302
"444","Hesperis matronalis","win_2005",217857.235786639,12.2915998356813
"445","Hesperis matronalis","win_2006",1038228.4282035,13.8530273473824
"446","Hesperis matronalis","win_2007",1231070.98195487,14.0233958778314
"447","Hesperis matronalis","win_2008",1374152.3378504,14.1333483451377
"448","Hesperis matronalis","win_2009",2425064.54943413,14.7013691126829
"449","Hesperis matronalis","win_2010",2409284.6422711,14.6948408475321
"450","Hesperis matronalis","win_2011",2666266.40641474,14.796190077172
"451","Hesperis matronalis","win_2012",1762825.22405105,14.3824288882014
"452","Hesperis matronalis","win_2013",736315.421538504,13.5094152258903
"453","Hesperis matronalis","win_2014",3601578.5524786,15.0968830717747
"454","Hesperis matronalis","win_2015",10265683.8354878,16.1443173217955
"455","Hesperis matronalis","win_2016",15040513.2458289,16.5262580677784
"456","Hesperis matronalis","win_2017",15486677.1814584,16.5554907401675
"457","Hesperis matronalis","win_2018",17440674.8477552,16.6743157284325
"458","Hesperis matronalis","win_2019",20299660.7934178,16.8261147834505
"459","Hesperis matronalis","win_2020",20268778.7889977,16.8245923187375
"460","Lythrum salicaria","win_1970",NA,NA
"461","Lythrum salicaria","win_1971",NA,NA
"462","Lythrum salicaria","win_1972",NA,NA
"463","Lythrum salicaria","win_1973",NA,NA
"464","Lythrum salicaria","win_1974",NA,NA
"465","Lythrum salicaria","win_1975",NA,NA
"466","Lythrum salicaria","win_1976",NA,NA
"467","Lythrum salicaria","win_1977",NA,NA
"468","Lythrum salicaria","win_1978",NA,NA
"469","Lythrum salicaria","win_1979",NA,NA
"470","Lythrum salicaria","win_1980",NA,NA
"471","Lythrum salicaria","win_1981",NA,NA
"472","Lythrum salicaria","win_1982",NA,NA
"473","Lythrum salicaria","win_1983",NA,NA
"474","Lythrum salicaria","win_1984",NA,NA
"475","Lythrum salicaria","win_1985",NA,NA
"476","Lythrum salicaria","win_1986",NA,NA
"477","Lythrum salicaria","win_1987",NA,NA
"478","Lythrum salicaria","win_1988",NA,NA
"479","Lythrum salicaria","win_1989",NA,NA
"480","Lythrum salicaria","win_1990",NA,NA
"481","Lythrum salicaria","win_1991",NA,NA
"482","Lythrum salicaria","win_1992",NA,NA
"483","Lythrum salicaria","win_1993",NA,NA
"484","Lythrum salicaria","win_1994",NA,NA
"485","Lythrum salicaria","win_1995",NA,NA
"486","Lythrum salicaria","win_1996",NA,NA
"487","Lythrum salicaria","win_1997",NA,NA
"488","Lythrum salicaria","win_1998",NA,NA
"489","Lythrum salicaria","win_1999",NA,NA
"490","Lythrum salicaria","win_2000",NA,NA
"491","Lythrum salicaria","win_2001",NA,NA
"492","Lythrum salicaria","win_2002",NA,NA
"493","Lythrum salicaria","win_2003",NA,NA
"494","Lythrum salicaria","win_2004",NA,NA
